ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45773717,645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,214210 km,4,Automatic,Front,04-May,Left wheel,Black,0,
43996196,1172,TOYOTA,Sienna,2011,Minivan,No,Petrol,3.5,66000 km,6,Automatic,Front,04-May,Left wheel,White,8,
45768777,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997 km,4,Automatic,Front,04-May,Left wheel,White,12,
45341241,-,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.8,160000 km,4,Automatic,Front,04-May,Left wheel,Black,8,
45641193,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4,Automatic,Front,04-May,Left wheel,White,12,
45435147,-,TOYOTA,CHR,2017,Jeep,No,Petrol,2,11040 km,4,Automatic,Front,04-May,Left wheel,Grey,8,
45782605,-,TOYOTA,Aqua G PAKETI,2013,Hatchback,No,Hybrid,1.5,105000 km,4,Variator,Front,04-May,Right-hand drive,Red,5,
45646975,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4,Automatic,Front,04-May,Left wheel,Black,12,
44124470,-,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.5,212000 km,4,Variator,Front,04-May,Left wheel,Silver,6,
45290365,-,TOYOTA,Prius,2008,Hatchback,No,LPG,1.5,275000 km,4,Variator,Front,04-May,Left wheel,Black,6,
45796234,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,1700 km,4,Variator,Front,04-May,Left wheel,White,4,
45751007,761,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,165560 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45804153,-,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,171000 km,4,Variator,Front,04-May,Left wheel,Red,12,
45765720,1659,TOYOTA,Tundra,2014,Sedan,Yes,Petrol,5.7,0 km,8,Automatic,4x4,04-May,Left wheel,White,12,
45768284,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,256966 km,4,Automatic,Front,04-May,Left wheel,Blue,12,
42407493,-,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,97600 km,4,Automatic,Front,04-May,Right-hand drive,Silver,12,
45656736,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,151923 km,4,Automatic,Front,04-May,Left wheel,White,12,
45761307,-,TOYOTA,Ipsum,2003,Minivan,No,Petrol,2.4,360000 km,4,Automatic,Front,04-May,Right-hand drive,Grey,0,
45624791,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,157211 km,6,Automatic,4x4,04-May,Left wheel,White,12,
44430496,1268,TOYOTA,Ractis,2012,Hatchback,No,Petrol,1.5,146000 km,4,Automatic,Front,04-May,Right-hand drive,White,2,
45535856,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,197600 km,4,Automatic,Front,04-May,Left wheel,White,12,
45644399,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45768542,1172,TOYOTA,Highlander,2011,Jeep,Yes,Hybrid,3.5,342622 km,6,Automatic,4x4,04-May,Left wheel,Black,12,
45772531,1537,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,420550 km,6,Automatic,4x4,04-May,Left wheel,Blue,12,
45748601,-,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,208000 km,4,Automatic,Front,04-May,Left wheel,Silver,8,
45734906,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,42100 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45742146,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,142500 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45637920,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,200000 km,4,Automatic,Front,04-May,Left wheel,Silver,4,
45766875,518,TOYOTA,Avalon,2016,Sedan,Yes,Hybrid,2.5,0 km,4,Automatic,Front,04-May,Left wheel,Blue,12,
45787512,-,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,198400 km,4,Variator,Front,04-May,Left wheel,Grey,5,
45644452,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45098001,-,TOYOTA,Camry,2007,Sedan,Yes,CNG,2.4,185000 km,4,Tiptronic,Front,04-May,Left wheel,Silver,4,
45642779,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45078204,988,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,124000 km,4,Variator,Front,04-May,Left wheel,Black,10,
44751021,1249,TOYOTA,Camry,2017,Sedan,No,Petrol,2.5,41280 km,4,Automatic,Front,04-May,Left wheel,Red,6,
45788726,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,211200 km,4,Automatic,Front,04-May,Left wheel,Golden,8,
45767908,746,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,142426 km,4,Automatic,Front,04-May,Left wheel,White,12,
45765098,585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,151123 km,4,Automatic,Front,04-May,Left wheel,Green,0,
45767722,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912 km,6,Automatic,4x4,04-May,Left wheel,Blue,12,
45734504,1249,TOYOTA,Camry,2017,Sedan,No,Petrol,2.5,65000 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45769138,1664,TOYOTA,Tundra,2013,Jeep,Yes,Petrol,5.7,357933 km,8,Automatic,4x4,04-May,Left wheel,Grey,12,
45770531,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,136000 km,4,Automatic,Front,04-May,Right-hand drive,Red,8,
45648283,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4,Automatic,Front,04-May,Left wheel,White,12,
45647780,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4,Automatic,Front,04-May,Left wheel,White,12,
45769534,1342,TOYOTA,Tacoma,2017,Jeep,Yes,Petrol,2.7,94262 km,4,Automatic,Rear,04-May,Left wheel,White,12,
45792390,-,TOYOTA,Avensis,2009,Sedan,Yes,Diesel,2.2 Turbo,180000 km,6,Automatic,Front,04-May,Left wheel,Grey,10,
45814851,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4,Automatic,Front,04-May,Left wheel,White,12,
45762980,1172,TOYOTA,Highlander,2011,Jeep,Yes,Hybrid,3.5,342622 km,6,Automatic,4x4,04-May,Left wheel,Black,12,
45809963,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,59000 km,4,Automatic,Front,04-May,Left wheel,Red,4,
45282213,502,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,124800 km,4,Automatic,Front,04-May,Left wheel,Silver,7,
45767502,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,226094 km,6,Automatic,4x4,04-May,Left wheel,White,12,
45794281,1249,TOYOTA,Camry SE,2017,Sedan,Yes,Petrol,2.5,50000 km,4,Tiptronic,Front,04-May,Left wheel,Black,12,
45814915,862,TOYOTA,RAV 4,2011,Jeep,Yes,Petrol,2.5,167518 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45648727,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45092353,397,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,288000 km,4,Automatic,Front,04-May,Left wheel,Black,12,
43908545,585,TOYOTA,Prius áƒ°áƒ˜áƒ‘áƒ áƒ˜áƒ“áƒ˜,2013,Hatchback,No,Hybrid,1.8,128000 km,4,Variator,Front,04-May,Left wheel,Silver,12,
45809519,503,TOYOTA,Aqua,2012,Universal,Yes,Hybrid,1.5,11370 km,4,Automatic,Front,04-May,Left wheel,Orange,4,
45770275,462,TOYOTA,Prius áƒáƒ®áƒáƒšáƒ˜,2019,Hatchback,No,Hybrid,1.8,3700 km,3,Automatic,Front,04-May,Left wheel,Grey,12,
45641927,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45811809,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,267200 km,4,Variator,Front,04-May,Left wheel,Black,12,
44113234,-,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.4,89000 km,4,Tiptronic,Front,04-May,Left wheel,Silver,8,
45801132,364,TOYOTA,Vitz,2012,Hatchback,No,Petrol,1,143000 km,3,Variator,Front,04-May,Left wheel,White,2,
45766401,1659,TOYOTA,Tundra,2014,Sedan,Yes,Petrol,5.7,0 km,8,Automatic,4x4,04-May,Left wheel,White,12,
45781916,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,168000 km,4,Variator,Front,04-May,Left wheel,White,10,
45773552,456,TOYOTA,Camry,2015,Jeep,Yes,Hybrid,2.5,70490 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45640128,-,TOYOTA,Camry,2014,Sedan,No,Hybrid,2.5,200000 km,4,Tiptronic,Front,04-May,Left wheel,Brown,10,
45794190,746,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.5,175000 km,4,Automatic,Front,04-May,Left wheel,White,6,
45756762,777,TOYOTA,RAV 4,2014,Jeep,Yes,Petrol,2.5,198522 km,4,Automatic,4x4,04-May,Left wheel,Silver,12,
45784855,1195,TOYOTA,RAV 4,2008,Jeep,No,Diesel,2.2 Turbo,250000 km,4,Manual,4x4,04-May,Left wheel,Silver,6,
45809950,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,124170 km,4,Automatic,Front,04-May,Left wheel,Black,4,
45763083,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186 km,6,Automatic,Front,04-May,Left wheel,Grey,12,
45656586,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,146019 km,4,Automatic,Front,04-May,Left wheel,White,12,
45657161,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,127700 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45617734,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4,Automatic,Front,04-May,Left wheel,White,12,
45785095,-,TOYOTA,Prius,2005,Sedan,No,Hybrid,1.5,126000 km,4,Automatic,Front,04-May,Left wheel,Silver,4,
45789208,-,TOYOTA,Camry,2008,Sedan,Yes,Hybrid,2.4,254400 km,4,Variator,Front,04-May,Left wheel,Golden,12,
45796929,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,92146 km,4,Tiptronic,Front,04-May,Left wheel,Black,12,
45797500,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,158000 km,4,Automatic,Front,04-May,Right-hand drive,Red,4,
45793458,-,TOYOTA,Prius,2010,Sedan,Yes,Petrol,1.8,90000 km,4,Automatic,Front,04-May,Left wheel,White,12,
45646878,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45787861,-,TOYOTA,BB,2006,Sedan,No,Petrol,1.3,130000 km,4,Automatic,Front,04-May,Right-hand drive,White,2,
45765680,1664,TOYOTA,Tundra,2013,Coupe,Yes,Petrol,5.7,234683 km,8,Automatic,Rear,04-May,Left wheel,White,12,
45765513,1659,TOYOTA,Tundra,2014,Sedan,Yes,Petrol,5.7,0 km,8,Automatic,4x4,04-May,Left wheel,White,12,
45651226,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45772066,1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6,Automatic,4x4,04-May,Left wheel,Black,12,
44096675,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.5,115000 km,7,Tiptronic,Front,04-May,Left wheel,Black,12,
44562831,-,TOYOTA,Camry sport,2013,Sedan,Yes,Petrol,2.5,82000 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45800305,-,TOYOTA,RAV 4,2014,Jeep,No,Petrol,2.5,68000 km,4,Automatic,4x4,04-May,Left wheel,White,7,
45766514,1323,TOYOTA,Camry,2020,Sedan,Yes,Petrol,2.5,14960 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45809160,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,88500 km,4,Automatic,Front,04-May,Left wheel,Red,4,
45671833,-,TOYOTA,4Runner,2001,Jeep,No,Petrol,3.4,288000 km,6,Automatic,4x4,04-May,Left wheel,Black,2,
45772535,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,334414 km,6,Automatic,4x4,04-May,Left wheel,White,12,
45772647,-,TOYOTA,CHR,2017,Jeep,No,Petrol,2,42000 km,4,Automatic,Front,04-May,Left wheel,Black,8,
45806516,1268,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,89000 km,4,Automatic,Front,04-May,Right-hand drive,Silver,6,
45782878,843,TOYOTA,Prius,2008,Hatchback,No,Petrol,1.5,142000 km,4,Automatic,Front,04-May,Left wheel,Grey,8,
45807064,779,TOYOTA,Avalon,2013,Sedan,Yes,Hybrid,2.5,133061 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45642659,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45655563,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,74838 km,4,Automatic,Front,04-May,Left wheel,White,12,
45770043,1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,420550 km,6,Automatic,4x4,04-May,Left wheel,Blue,12,
45488129,777,TOYOTA,Camry SE,2014,Sedan,Yes,Petrol,2.5,105600 km,4,Tiptronic,Front,04-May,Left wheel,Grey,8,
45749535,-,TOYOTA,Highlander,2013,Jeep,Yes,Hybrid,3.5,265600 km,6,Automatic,4x4,04-May,Left wheel,Silver,4,
45668010,-,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.7,18300 km,4,Automatic,Front,04-May,Right-hand drive,Silver,6,
45617757,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45768970,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,339710 km,4,Automatic,Front,04-May,Left wheel,White,12,
44998061,784,TOYOTA,Yaris IA,2017,Sedan,No,Petrol,1.5,45288 km,4,Automatic,Front,04-May,Left wheel,Black,6,
44204689,-,TOYOTA,Prius,2005,Hatchback,No,Petrol,1.5,294000 km,4,Automatic,Front,04-May,Left wheel,Silver,6,
45641386,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4,Automatic,Front,04-May,Left wheel,Black,12,
44679624,586,TOYOTA,Prius V,2012,Universal,No,Hybrid,1.8,83000 km,4,Automatic,Front,04-May,Left wheel,Grey,12,
45775415,-,TOYOTA,Prius,2015,Hatchback,No,Plug-in Hybrid,1.8,83000 km,4,Variator,Front,04-May,Left wheel,White,7,
45657341,595,TOYOTA,Corolla YARIS IA,2015,Sedan,No,Petrol,1.5,43000 km,4,Automatic,Front,04-May,Left wheel,Black,5,
45649212,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45642428,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4,Automatic,Front,04-May,Left wheel,White,12,
45656227,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,373634 km,4,Automatic,Front,04-May,Left wheel,White,12,
45694936,-,TOYOTA,Avalon,2013,Sedan,Yes,Hybrid,2.5,33000 km,4,Tiptronic,Front,04-May,Left wheel,Grey,12,
45774287,-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,216000 km,4,Automatic,Front,04-May,Left wheel,White,8,
45765469,1935,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805 km,8,Automatic,4x4,04-May,Left wheel,White,12,
45513428,878,TOYOTA,Prius,2009,Hatchback,Yes,Petrol,1.8,164800 km,4,Automatic,Front,04-May,Left wheel,White,10,
45808464,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,240602 km,4,Automatic,Front,04-May,Left wheel,Blue,12,
45767754,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,226094 km,6,Automatic,4x4,04-May,Left wheel,White,12,
45772798,645,TOYOTA,Corolla,2011,Sedan,Yes,Petrol,1.8,281283 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45789691,-,TOYOTA,Prius,2006,Hatchback,No,Petrol,1.5,283152 km,1,Automatic,Front,04-May,Left wheel,Black,0,
41653158,585,TOYOTA,Prius V,2013,Hatchback,No,Hybrid,1.8,107000 km,4,Automatic,Front,04-May,Left wheel,White,0,
45114301,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,17000 km,4,Automatic,Front,04-May,Left wheel,Sky blue,4,
45765375,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4,Automatic,Rear,04-May,Left wheel,White,12,
45809344,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,88768 km,4,Automatic,Front,04-May,Left wheel,Blue,4,
45651641,353,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,94040 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45815777,-,TOYOTA,Vitz,2006,Hatchback,Yes,Petrol,1.5,150000 km,4,Automatic,Front,04-May,Right-hand drive,Beige,3,
45810043,271,TOYOTA,Aqua,2014,Hatchback,Yes,Hybrid,1.5,120000 km,4,Automatic,Front,04-May,Left wheel,Silver,4,
45814816,777,TOYOTA,RAV 4,2014,Jeep,Yes,Petrol,2.5,83006 km,4,Automatic,4x4,04-May,Left wheel,Blue,12,
45770538,-,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,275200 km,4,Variator,Front,04-May,Left wheel,Blue,8,
43432389,-,TOYOTA,VOXY,2003,Minivan,No,Petrol,2,1000 km,4,Automatic,Front,04-May,Right-hand drive,Silver,4,
45765183,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,98886 km,4,Automatic,Front,04-May,Left wheel,White,0,
45645940,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4,Automatic,Front,04-May,Left wheel,White,12,
42008079,-,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,111000 km,4,Automatic,Rear,04-May,Right-hand drive,Red,5,
45648734,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45814889,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,85242 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45656551,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,435560 km,4,Automatic,Front,04-May,Left wheel,White,12,
45793010,-,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,160000 km,4,Automatic,Front,04-May,Left wheel,Black,8,
45789106,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4,Automatic,Front,04-May,Left wheel,White,12,
45751802,1327,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,2.5,36349 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45749003,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,100000 km,4,Variator,Front,04-May,Right-hand drive,Silver,8,
45756098,862,TOYOTA,Camry,2011,Sedan,No,Petrol,2.5,125000 km,4,Tiptronic,Front,04-May,Left wheel,Blue,7,
45776670,-,TOYOTA,RAV 4,2011,Jeep,No,Petrol,2.5,105600 km,4,Automatic,4x4,04-May,Left wheel,White,5,
45625138,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
45641686,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4,Automatic,Front,04-May,Left wheel,White,12,
45764507,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,318467 km,6,Automatic,4x4,04-May,Left wheel,Blue,12,
45772102,1194,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,4,239342 km,6,Automatic,4x4,04-May,Left wheel,Silver,12,
45806785,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,170000 km,4,Variator,Front,04-May,Left wheel,Blue,6,
45625066,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,100000 km,4,Tiptronic,Front,04-May,Left wheel,White,10,
44045423,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,187000 km,4,Automatic,Front,04-May,Right-hand drive,White,4,
45757573,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4,Automatic,Front,04-May,Left wheel,Black,12,
45771389,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,326733 km,4,Automatic,Front,04-May,Left wheel,Silver,12,
